System_Ref,Name,Telephone,Mobile,E_Mail,Publication_URL,WebSiteCorrected,Availability_Start_Date,Availability_End_Date,Last_Modified,Service_Description,Upload_to_FIDy,Per_Hour,Total_Cost__Hour,Per_Day,Total_Cost__Day,Per_Session,Total_Cost__Session,Per_Week,Total_Cost__Week,Per_Term,Total_Cost__Term,By_Arrangement,Is_Free,Registered_for_Nursery_Grant,Registered_for_2yr_old_Funding,Offers_Extended_Hours,Offers_Stretched_Entitlement,Contact_For_Vacancy_Details,Immediate_Vacancies_Available,Opening_Times_Code,Opening_Times_Description,Note,Provider_Type_Description
10614,Hook House Community Centre  - Food Bank & Community Services,07506 489 420,,thepointse27@gmail.com,,,22/07/2020,24/08/2021,03/02/2022,"We have free donations from Tesco’s,Asda’s and Waitrose 2 days a week",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,TT,Term Time,,Organisation
10638,Kennington Park Community Centre,0800 776 5587,,kpccoval@gmail.com,,http://kpccoval.org/welcome-to-kpcc/,23/07/2020,,03/02/2022,"Kennington Park Community Centre (KPCC Oval) is a hidden gem next door to the world-famous Kia Oval Cricket Ground. It is at the heart of the Kennington Park Estate and is run by community volunteers for the benefit of the local community.

Following a successful campaign by the local community to save it from closure and demolition, KPCC Oval is now a thriving local resource, with facilities that enable us to provide much-needed services for the community.

As well as activities such as exercise classes and holiday play schemes, the Community Centre is also available to hire for individuals and organisations to meet and socialise. 

The Centre’s facilities are fully accessible and comprise a large hall with a capacity of up to 100, two smaller meeting rooms, a kitchen and some outdoor space. 

Please note we are not licensed and do not allow alcohol on the premises at any time.
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,,Organisation
10639,Agnes Riley Gardens,,,,,https://www.lambeth.gov.uk/places/agnes-riley-gardens,23/07/2020,,04/02/2022,"This park is open all year round from 7.30am to 15 minutes before sunset. There is a Children's play area which is dog free. A Stay and Play One O'Clock club available to all children under five with their parent or carer. 

All weather pitch - Astro turf available for free but booking is required.

Athletics Sprint Track - grass surface, booking is required.


Basketball court and Football pitch - tarmac surface are free booking required.
 
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10640,Brockwell Park,,,,,https://www.lambeth.gov.uk/places/brockwell-park%20,23/07/2020,,04/02/2022,"Brockwell Park is a large, historic park located between Brixton, Dulwich and Herne Hill. As well as ornamental ponds, formal flower beds, a walled 'Old English' herbaceous flower garden and a charming 19th century clock tower, Brockwell Park contains a number of historic buildings, including Brockwell Hall and the Brockwell Lido. 

Brockwell Park is one of Lambeth's 12 Green Flag Award-winning parks. The Green Flag Award recognises the considerable achievements made by everybody to provide the community with a green space we can all be proud of.

All weather pitch - redgra surface this is chargeable - booking required.
Basketball court - free no booking required.
BMX track - free no booking required.
Bowling green is chargeable - booking required.
Cricket nets - free no booking required.
Cricket wicket pitch - free no booking required.
Athletics sprint track grass surface - booking required.
Football pitch grass surface is chargeable - booking required.
Tennis courts is chargeable - booking required.
Touch Rugby is chargeable - booking required.

Please visit Friends of Brockwell on further information to get involved: https://www.friendsofbrockwellpark.org/
 ",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10642,Serious About Tennis,07940 083 803,,seriousabouttennis@gmail.com,,http://www.seriousabouttennis.com/#tennis-coaching-south-london,23/07/2020,,04/02/2022,"Serious About Tennis is determined to deliver great tennis coaching. Our philosophy is to teach players of any age or standard to love the game of tennis. We love to share our life long passion for the game of tennis by helping people from all backgrounds experience the game of tennis in the park. We use up to date equipment and programmes to help players achieve their goals of improving whilst having fun.

Lessons are planned so that training is appropriate for the age and skill of players. 

We run group courses for players as young as 3 years old. Individual Coaching is available. 

Our Head Coach Dino Skeete is an LTA Level 4 Performance Coach and has trained many players young and old to top club and county level. 

We deliver tennis coaching at 3 different venues; Hillside Gardens Park, Streatham Leisure Centre and Streatham Vale Park. 

For more information please see our web page or give us a ring. 
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,,Organisation
10643,Cleaver Square,,,,,https://www.lambeth.gov.uk/places/cleaver-square,23/07/2020,,04/02/2022,"Cleaver Square is a communal open space surrounded by residential housing and is typical of many of the 'residential squares' which proved popular in 17th and 18th Century London. 

",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10644,Grafton Square,,,,,https://www.lambeth.gov.uk/places/grafton-square,23/07/2020,,04/02/2022,Grafton Square is an open space in Clapham. The square includes a children's playground. ,FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10645,Hillside Gardens Park,,,,,https://www.lambeth.gov.uk/places/hillside-gardens-park,23/07/2020,,04/02/2022,"Hillside Gardens Park is a small but popular park situated between Streatham Hill and Tulse Hill. .

Hillside Gardens Park is also one of Lambeth's 12 Green Flag Award-winning parks. The Green Flag Award recognises the considerable achievements made by everybody to provide the community with a green space we can all be proud of.

Tarmac basketball court and football pitch - free no booking required.
Tennis court is chargeable - booking is required.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10646,Kennington Park,,,,,,23/07/2020,,04/02/2022,"With a long and fascinating history, Kennington Park has areas managed for heritage and areas with a more modern layout. The park has many mature and historic trees as well as open areas for wildlife and biodiversity. The park also has a popular café, an 'old English' flower garden, rose beds and a new 'Green Link' connecting the older Victorian park to a newer extension. 

Kennington Park is also one of Lambeth's 12 Green Flag Award-winning parks. The Green Flag Award recognises the considerable achievements made by everybody to provide the community with a green space we can all be proud of.

Find out more about the Friends group by emailing info@kenningtonpark.org or visit their website https://www.kenningtonpark.org/",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10647,Larkhall Park,,,,,https://www.lambeth.gov.uk/places/larkhall-park,23/07/2020,,04/02/2022,Larkhall Park in Stockwell includes a popular café.,FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10648,Loughborough Park,,,,,https://www.lambeth.gov.uk/places/loughborough-park,24/07/2020,,04/02/2022,A small park near Loughborough Junction. ,FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10649,Max Roach Park,,,,,https://www.lambeth.gov.uk/places/max-roach-park,24/07/2020,,04/02/2022,"Running parallel to Brixton Road, from Loughborough Road to St John's Crescent, Max Roach Park includes a nature trail that extends to Rush Common. ",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10650,Milkwood Community Park,,,,,https://www.lambeth.gov.uk/places/milkwood-community-park,24/07/2020,,04/02/2022,"A popular open space located between Camberwell, Herne Hill and Brixton.

Milkwood Community Park is also one of Lambeth's 12 Green Flag Award-winning parks. The Green Flag Award recognises the considerable achievements made by everybody to provide the community with a green space we can all be proud of.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10651,"Mostyn, Olive Morris And Dan Leno Gardens",,,,,https://www.lambeth.gov.uk/places/mostyn-olive-morris-and-dan-leno-gardens,24/07/2020,,04/02/2022,These three parks are adjacent to Myatt's Fields North housing estate. Dan Leno Gardens is specifically designed for use by people with disabilities. ,FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10652,Myatt's Fields Park,,,,,https://www.lambeth.gov.uk/places/myatts-fields-park,24/07/2020,,04/02/2022,"Myatt's Fields Park is a wonderful Victorian-era park with fine examples of seasonal bedding displays. 

The park is one of Lambeth's 12 Green Flag Award-winning parks. The Green Flag Award recognises the considerable achievements made together by residents and council to provide the local community with a quality green space we can all be proud of.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10653,Norwood Park,,,,,https://www.lambeth.gov.uk/places/norwood-park,24/07/2020,,04/02/2022,Norwood Park is situated on one of the highest points in Lambeth and offers some amazing views across South London. ,FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10655,Redevelopment Of Archbishops Park Sports Facilities,,,,,https://www.lambeth.gov.uk/places/redevelopment-of-archbishops-park-sports-facilities,24/07/2020,,04/02/2022,"Lambeth are pleased to announce the completion of the redevelopment of Archbishops Park Sports facility. The new Sports complex comprises of a 3G pitch, Multi-Use Games Area, cricket nets and modernised changing facilities. The complex has also returned a portion of the surrounding land back to landscaped green area.

The 3G pitch can cater for 9, 7 and 5 aside football matches and the hard court Multi-Use Games Area allows for a combination of games from netball, tennis to informal basketball. The cricket nets have been upgraded to provide a set of three new cricket nets with artificial wickets.

Refurbished changing rooms, as well as a dedicated Sports Operator management office really elevates the environment for staff and customers. Public toilets for the park users will also be housed in this building. As well as refurbished changing facilities a new community space has been created for the local community and businesses alike to host social events, and is suitable for meetings and workshops. This area will be available to book through the sports operator.

The sports complex provides floodlights for customers to use the facilities after dark. Pathway lighting from Carlisle Lane has been introduced to increase all around safety and security during the evenings with additional pathway lighting between the changing rooms and the pitches. CCTV will be in operation at all times.

The facilities provide new hard and soft landscaping, including seating for participants and spectators, cycle racks, benches, as well as ornamental trees and shrubs around the pitches interweaving the facility into the park environment.

This change amongst others gives the facility a prestigious feel which will enhance the sport offering across the borough.

A commemorative statue commissioned by the Friends of Archbishops’ Park and London Borough of Lambeth will be unveiled by the Mayor of Lambeth as part of the opening of these facilities. The statue, sculpted by the artist Jessica Wetherly, symbolises human kindness, reminds us of Lizzie Lambert who once ran a tuck shop on the site and was said to give a sixpence to local children on their birthdays.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10656,Rush Common,,,,,https://www.lambeth.gov.uk/places/rush-common,24/07/2020,,04/02/2022,Rush Common along with Max Roach Park forms a green corridor through Brixton to the east of the busy A23. St Matthew's Church Gardens and Tate Gardens both form part of the Rush Common lands and along with Windrush Square extend the area of open space northwards into central Brixton. ,FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10657,Ruskin Park,,,,,https://www.lambeth.gov.uk/places/ruskin-park,24/07/2020,,04/02/2022,"A large and popular Edwardian park between Camberwell, Brixton and Herne Hill, Ruskin Park contains many heritage features.

Ruskin Park is one of Lambeth's 12 Green Flag Award-winning parks. The Green Flag Award recognises the considerable achievements made by everybody to provide the community with a green space we can all be proud of.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10658,St Mary's Gardens,,,,,https://www.lambeth.gov.uk/places/st-marys-gardens,24/07/2020,,04/02/2022,"St. Mary's Gardens is a small open space in Waterloo, well served by public transport and within easy travelling distance of Westminster, Albert Embankment and the South Bank. It is also next to Lambeth Palace, the Garden Museum, Archbishop's Park and St Thomas's Hospital, and provides residents and visitors with a safe and attractive place to meet, sit and relax. .",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10660,St Paul's Churchyard - Eden At St Paul's,,,,,https://www.lambeth.gov.uk/places/st-pauls-churchyard-eden-at-st-pauls,24/07/2020,,04/02/2022,"A small open space surrounding St. Paul's Church, Clapham and also home to 'Eden at St. Paul's', a popular community garden.

St. Paul's Churchyard is one of Lambeth's 12 Green Flag Award-winning sites. Green Flag Award recognises the considerable achievements made by residents, church parish and council to provide the local community with a green space we can all be proud of.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10662,Streatham Common,,,,,https://www.lambeth.gov.uk/PLACES/STREATHAM-COMMON,24/07/2020,,04/02/2022,,FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,TT,Term Time,,Parks And Playgrounds
10663,Streatham Common,,,,,https://www.lambeth.gov.uk/PLACES/STREATHAM-COMMON,24/07/2020,,04/02/2022,"Streatham Common is a large open space at the southern tip of Lambeth. It offers amazing views and has areas of woodland, grassland, wild flower meadows and a picnic area. It also contains The Rookery, a small and enchanting formal garden. 

Wildlife features include the largest areas of acid grassland and woodland in Lambeth, which is why part of the Common has been declared a Local Nature Reserve.

The Common is a popular place for walking, jogging and sports as well as being an important stop on the Capital Ring, a long-distance circular walking route that goes around Greater London.

Streatham Common Playground Update

We are pleased to announce that works to the New Streatham Common Playground will commence 1st week of September and complete mid-December. The playground will be closed throughout the duration of the works. An alternative playground during this period is located in Streatham Vale Park.

The new playground will consist of a variety of play equipment suitable for use by toddlers through to pre-teens. As well as the new play equipment the landscaping will be refreshed to include improved access with an additional gate and more trees and shrubs. The design will allow for open spaces for independent play, picnic tables and extra benches.

The completed project will provide an exciting new play area for local families to enjoy in an environment sympathetic to the rest of the Common.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10664,Streatham Vale Park,,,,,https://www.lambeth.gov.uk/places/streatham-vale-park,24/07/2020,,04/02/2022,Streatham Vale Park is an important green space in a fairly urban area. ,FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10665,The Rookery,,,,,https://www.lambeth.gov.uk/places/the-rookery,24/07/2020,,04/02/2022,"The Rookery is an attractive, formally landscaped area with an ornamental pond, flower and herbaceous beds, and a rock garden with streams. It has a café and is surrounded by Streatham Common. The Rookery is not just a formal garden: it also has areas of woodland that are important for biodiversity and environmental education, and contains a new community garden in part of the old depot and nursery area. .

The Rookery is also one of Lambeth's 12 Green Flag Award-winning parks. The Green Flag Award recognises the considerable achievements made by everybody to provide the community with a green space we can all be proud of.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10666,Van Gogh Walk,,,,,https://www.lambeth.gov.uk/places/van-gogh-walk,24/07/2020,,19/05/2022,"Van Gogh Walk is a resident-led project in Stockwell that has transformed a traditional London street into a new community space where people meet and children play. Trees, planters, playful sculptures and shared surfaces are some of the features in this award winning space. ",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10667,Vauxhall Park,,,,,https://www.lambeth.gov.uk/places/vauxhall-park,24/07/2020,,04/02/2022,"Located between Vauxhall and Stockwell, and serving a diverse and vibrant community, Vauxhall Park is a medium-sized Victorian park with a rich history. 

Vauxhall Park is one of Lambeth's 12 Green Flag Award-winning parks. The Green Flag Award recognises the considerable achievements made together by residents and the council to provide the local community with a quality green space we can all be proud of.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10668,Vauxhall Pleasure Gardens,,,,,https://www.lambeth.gov.uk/places/vauxhall-pleasure-gardens,24/07/2020,,04/02/2022,"This park, running north from Vauxhall Cross contains horse riding paddocks developed in association with the Vauxhall City Farm, in adjoining Tyers Street. ",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Parks And Playgrounds
10670,Pro Touch S.A. Academy Of Excellence,020 3417 4480,,info@protouchsa.co.uk,,http://www.protouchsa.co.uk/,24/07/2020,,03/02/2022,"Pro Touch SA (PTSA) has been set up to deliver two key agendas:

The first is to help, support and encourage potential young, gifted and talented football players. PTSA wants to create and give opportunities for these young people to access “the bridge and experience to professional football”;

The second aim is to work under the Pro Touch Community (PTC) umbrella towards the Government’s five key points:

1. Be healthy
2. Stay safe
3. Enjoy and achieve
4. Make a positive contribution
5. Achieve economic well-being

The Academy and Community organisations also want to highlight the issue of increasing youth and sports participation among those who may not have access to, or interest in, a team or individual activity. 

If you would like to know more have a look at our webpage or get in touch, we look forward to hearing from you. 
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,,Organisation
10672,Baytree Youth Service,0207 733 5283,,youth@baytreecentre.org.uk,,https://www.baytreecentre.org/,28/07/2020,,15/02/2022,"Baytree Centre offers a range of Youth services for girls and young women; 

• Gems – The GEMS (Grow Enjoy Move Study) is our after school and Saturday morning activity programme for girls aged 6 to 13 years old. They can have fun, express themselves and discover their talents while building their confidence and resilience. Our dynamic clubs are designed to cultivate a lifelong love of learning and help girls achieve their best. 
(Due to the current circumstances, we are delivering a hybrid of face-to-face and online activities.)

• Youth Mentoring - Youth Mentoring is available to girls aged 6 to 20 years old. Girls are matched with a mentor with whom they have a one-to-one session each week, for at least one year.Mentors act as role models, providing a positive environment where young people feel safe and encouraged. They help girls develop their own motivation and improve their confidence and self-esteem, as well as provide academic support. 
(Due to the current circumstances, mentoring is taking place remotely.)

• Into School - Into School at The Baytree Centre is a programme that facilitates the transition of newly-arrived girls into the UK education system. The Into School project offers support to girls in our local community who have recently arrived in the UK and have no school place. (Into School is delivering hybrid face-to-face and online sessions to allow those who live further away to join online.)

For more information, please email us or give us a ring. 
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,AY,All Year,,Youth Projects
10689,Baby Sensory Play At Stockwell Children's Centre,020 7326 7328,07398 131 353,clericalofficer1@stockwell-pri.lambeth.sch.uk ,,https://www.lambeth.gov.uk/childrenscentres,25/04/2022,18/07/2022,05/04/2022,"All our sessions are currently bookable to help us keep safe.
Come along and enjoy a session with your baby, meet some other parents, and pick up tips on how to support your baby''s
development.

Baby sensory play is a parent/carer and baby activity. It supports your child''s development using sensory play. All baby sessions are set in a warm, welcoming and friendly environment with age appropriate activities and toys.

You will also benefit from talking to other parents and carers, and from talking to children''s centre staff, whose shared
experience of early years will either answer your questions or signpost you to further support. 
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,TT,Term Time,,Children's Centre Activities
10693,Chat And Play With A Better Start Worker At Sunnyhill Children's Centre,020 4548 2561,,ccadmin@hitherfield.co.uk,,https://www.hitherfield.co.uk/key-information-2/childrens-centre,25/04/2022,20/07/2022,07/04/2022,"Chat and Play sessions are an opportunity to spend time as a family with a Better Start Worker. 

There will be play opportunities for your child or children, plus time to catch up and have a chat about any issues that are coming up for you. ",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,TT,Term Time,,Children's Centre Stay And Play
10708,Wheels For Well Being S.E.N.D Sunday Cycling Sessions,020 7346 8482,,bookings@wheelsforwellbeing.org.uk,,https://wheelsforwellbeing.org.uk/sessions-for-children/,02/08/2020,,15/02/2022,"We can book a maximum of 20 people per time slot (that includes all children and all adults), and because of that, booking is essential. 

You can choose between two slots: 1:00pm and 2:00pm, each running for 45 minutes. Please arrive at the venue on time and leave the venue promptly, after your session time has finished. (Please note that the session times can change at short notice.) 

To book a slot, please email us and let us know:

1.Full name of the cyclist(s)
2.Full names of all supporters/family members attending with the cyclist(s)
3.Preferred time slot: 1:00pm or 2:00pm
4.What cycle your child/children would like to book and what cycle should be booked for a supporter/family member (if you do not remember which cycle you used to use at our sessions, our Session Manager will contact you to discuss this)

Please note that we will only accept bookings until 1:00 pm on the Friday preceding a Sunday session. We will not be taking bookings more than 2 weeks in advance.

We will confirm each booking by sending you a confirmation email. Please do not attend the session if you have not received the booking confirmation of your slot.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,AY,All Year,,Activity
10709,Disability Sports Coach,020 7928 4267,,info@disabilitysportscoach.co.uk,,https://disabilitysportscoach.co.uk,13/08/2020,,03/02/2022,"Here at Disability Sports Coach, we believe that disabled people should be physically active. We create worthwhile sport and physical activity opportunities that have a positive impact on disabled people's lives.

We ensure this by...

• Delivering high quality sports and physical activity provision for the community and educational organisations 
• Maintaining expert knowledge of disability sport 
• Educating the next generation of aspiring coaches, leaders or teachers 

For more information have a look at our website, we hope to see you soon!

",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,,Organisation
10726,"The Rose Arts London - Dance, Drama School And Talent Agency",07596 374 640,,Info@theroseartslondon.com,,http://www.theroseartslondon.com/,07/09/2020,20/08/2022,03/02/2022,"Our aim is to professionally train the aspiring to the elite young performer, provide performance and industry opportunities, all whilst embracing the world of the arts.

The genres we teach are Ballet, Acro and Body Strength Conditioning, Musical Theatre, #BoysDanceToo Breakdance, Drama, Street Dance, Singing, Contemporary, Lyrical Jazz, Yoga and Pilates.

We host Birthday Parties, Intensive Workshops, Summer Camps and More!

Our Talent Agency have worked with BBC, Netflix, ITV, Nickelodeon, Transport for London, amongst others.

We want to ensure each person that trains with us 'GROWS!'

We look forward to hearing from you!
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,,Organisation
10730,Royal Society For Blind Children Online Programme September 20,,07795 650 062,sally.carpenter@rsbc.org.uk,,,09/09/2020,,03/02/2022,"Just a quick update from RSBC. We are always changing, responding and reacting best to the needs of our young people, and we realise that many young people’s circumstances may have changed, with lots of young people going back to school, college, university or work. Due to this, we have made some changes to our September programme to enable young people to attend our sessions and fit in with their changes.

",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,TT,Term Time,,Activity
10746,Norwood Park Stay And Play One O'Clock Club,07368 587 208,,enquiries@stemmontessori.co.uk,,,24/09/2020,,25/10/2021,"Come along and enjoy playtime with your child, meet some other parents, and pick up tips on how to support your child's development. 

Stay and plays vary, with indoor and outdoor play, but all include activities to develop communication and language, social and emotional needs of small children and their phyical development. By attending these sessions, and repeating some favourite activities at home, you will ensure your child is fully supported across the developmental milestones.

You will also leave with a wealth of stories, rhymes and songs that you and your child will love together. 
You will also benefit from talking to other parents and carers, and from talking to children's centre staff, whose shared experience of early years will either answer your questions or signpost you to further support. 
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,AY,All Year,"Sessions are 1.5 hours and can be booked up to one week in advance for the following times:

• 9.30-11.00
• 11.30-1.00
• 1.30-3.00

Tea and coffee will be available to purchase during these sessions.
",Stay And Play One O'Clock Club
10747,Mud Club at The Spinney,07754 503 435,,dgbeldon@yahoo.com,,,30/09/2020,,15/02/2022,"Join us for our very popular outdoor play and learning sessions. Currently we have four Mud Club sessions running a week: 

Tuesdays 10.00 - 11.30 (Free) 
Thursdays 15.45 - 17.30 (Free) 
Fridays 10.00-12.00 Noon (£2.00 per child)
Saturdays 10.30-12.00 Noon (£5.00 per child) 

Please note our services are targeted towards 0 to 5 year olds but older siblings are welcome.

For more information please get in touch with us. 
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,"Fridays 10.00-12.00 Noon (£2.00 per child)
Saturdays 10.30-12.00 Noon (£5.00 per child) 
",Stay And Play One O'Clock Club
10753,C.E.F. Lyncx - Creative Step (Creative Saturday The Extra Project),020 8671 5587,07706 179 851,christian@CEFI.org.uk,,http://cefi.org.uk/our-sharp-offer,29/01/2022,17/12/2022,03/02/2022,"The Creative StEP is a structured activities created by young people and co-delivering with professionals run in 6 weekly blocks and it is for young people aged 11 years and over. 

At the Creative StEP, we use a ""Cross Cutting/Curricular"" approach offering participating young people an opportunity to engage in conversations, explore solutions using their creative talents and telling their story through these mediums 

1) music and dance
2) videography and photography
3) fashion & textile
4) Art & Drawing
5) Volunteering Opportunities

With young people showcasing their production at the end of each 6 weekly block.

For more information and to register and interest, go to our website or email,  

Kasia Junor:  kasia@CEFI.org.uk 
Christian Johnson:  christian@CEFI.org.uk  
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,"Lunch is provided. 
",Activity
10759,Messy Play At Clapham Manor Children's Centre,020 7627 9917,,cc@maytree-school.org.uk,,https://www.clapham-manorcc.co.uk/,22/04/2022,22/07/2022,21/04/2022,"Come along and enjoy playtime with your child, meet some other parents, and pick up tips on how to support your child''s development. 

Messy Play varies with indoor and outdoor play, but all include activities to develop communication and language, social and emotional needs of small children and their physical development. By attending these sessions, and repeating some favourite activities at home, you will ensure your child is fully supported across the developmental milestones.

You will also leave with a wealth of stories and rhymes that you and your child will love together. 

You will also benefit from talking to other parents and carers, and from talking to children''s centre staff, whose shared experience of early years will either answer your questions or signpost you to further support.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,TT,Term Time,,Stay And Play One O'Clock Club
10778,Sports City London Multi-Sports @ Agnes Riley Gardens,020 3600 0508,,info@sportscitylondon.com,,https://www.sportscitylondon.com/,05/12/2020,,03/02/2022,,FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,TT,Term Time,,Activity
10792,Women's Group At Tree House Children's Centre,020 8674 6060,,cc@maytree-school.org.uk,,https://padlet.com/betterstartclaphambrixtonhill/Bookmarks,11/01/2022,26/07/2022,06/04/2022,"All our adult learning courses follow current guidance. Please sign up for courses in advance.

Time for you to return to learning and gain new skills? Feeling the impact of lockdown? 

Come along and share your experience with other parents / carers in a safe and friendly environment. This course gives you helpful activity ideas for your own wellbeing.
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,True,False,TT,Term Time,,Children's Centre Adult Learning
10794,Baby And Us,,,,,https://www.lambeth.gov.uk/BabyAndUs,11/12/2020,,04/02/2022,"Baby and Us is an 8 week group programme offered to parents/carers of babies under a year old.

The course is led by trained EPEC (Empowering Parents, Empowering Communities) parent facilitators and aims to help children and families get the very best start in life. It will help support you to understand your baby’s cues, cope with challenges around feeding, sleep and crying, interact positively with your baby and manage parental stress.

Sessions are offered virtually when face to face contact is restricted.

To attend an upcoming programme, please register with the Parenting Support Service via the link below.",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,TT,Term Time,Available at multiple locations within SW2.,Parenting Support
10795,Living With Teenagers,,,,,https://www.lambeth.gov.uk/LWT,11/12/2020,,04/02/2022,"Living with Teenagers is an 8 week group programme offered to parents/carers of young people aged from 12 to 16 years old.

The course is led by trained EPEC (Empowering Parents, Empowering Communities) parent facilitators and aims to support you to manage both your and your teen's feelings, communicate and interact positively with your teen, use positive behaviour management strategies and manage parental stress.

Sessions are offered virtually when face to face contact is restricted.

To find out more and to express your interest in attending an upcoming programme please register with the Parenting Support Service via the link below.
",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,TT,Term Time,Available at multiple locations SW2.,Parenting Support
10796,"Intro To Strenghtening Families, Strengthening Communities",,,,,https://www.lambeth.gov.uk/ISFSC,11/12/2020,,04/02/2022,"Intro to Strengthening Families, Strengthening Communities is a virtual 6 week group programme which introduces the key concepts of the full Strengthening Families, Strengthening Communities programme.
These key concepts include healthy relationships, understanding and managing behaviour and enhancing children’s self-esteem.

Each week you will be sent a link to watch online video content before joining your discussion group with other parents and carers of children or young people of a similar age.

To attend an upcoming programme please register with the Parenting Support Service via the link below.",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,TT,Term Time,Available at multiple locations SW2.,Parenting Support
10797,Henry Healthy Families Programme,,,,,https://www.lambeth.gov.uk/HENRY,11/12/2020,,04/02/2022,"HENRY Healthy Families programme is an 8 week group course offered to parents/carers of children under 5 years old.
The programme covers 5 key themes:

- Feeling more confident as a parent
- Physical activities for the little ones
- What children and the whole family eats
- Family lifestyle habits
- Enjoying life as a family

All parents/carers receive a free toolkit filled with fantastic resources.

Sessions are offered virtually when face to face contact is restricted.

To attend an upcoming programme please register with the Parenting Support Service via the link below.",FSD,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,TT,Term Time,Available at multiple locations SW2.,Parenting Support
