System_Ref,Name,Provider_Type_Description,Day_Care_Type_Description,First_Line,Second_Line,Third_Line,Locality,Town,Post_Code,Telephone,Mobile,E_Mail,Web_Site2
508,EKC at Archbishop Sumner School,After School Club,Out Of School Care,Archbishop Sumners C of E Primary School,Reedworth Street,,,London,SE11 4PH,07956 306 341,,,http://www.archbishop-sumners-primary.lambeth.sch.uk/
207,Kids' City At Woodmansterne Primary School - After School Club,After School Club,Out Of School Care,Woodmansterne Primary School,Stockport Road  ,,,London,SW16 5XE,07950 963 240,,info@kidscity.org.uk,http://kidscity.org.uk/
7280,Sally Kids Care,Breakfast Club,Out Of School Care,244B - 244C Brixton Hill,,,,London,SW2 1HF,020 7998 7791,07882 736 378,sallykidscare@yahoo.co.uk,
6584,Jessop Primary School - Breakfast Club,Breakfast Club,Out Of School Care,Jessop School,Lowden Road,,,London,SE24 0BJ,020 7274 2333,,admin@jessop.lambeth.sch.uk,https://www.jessopprimary.org.uk/docs/Reports/20190430_-_SEND_information_Report_2018_2019.pdf
2665,Hill Mead Primary School - Breakfast Club,Breakfast Club,Out Of School Care,Hillmead Primary School,Hillmead Drive,,,London,SW9 8UE,020 7274 9304,,admin@hillmead.org,http://www.hillmead.org/wrap_around_care.html
5471,Springfield Community Flat Breakfast Club,Breakfast Club,Out Of School Care,Springfield Community Health Centre,110 Union Road,,,London,SW8 2SH,020 7622 3552,,earlyyears@springfieldcommunityflat.com,
1706,Clapham Manor - Breakfast Club,Breakfast Club,Out Of School Care,Clapham Manor Children's Centre,16 Belmont Close,,,London,SW4 6AT,020 7622 3919,,centre@claphammanor.lambeth.sch.uk,http://claphammanor.lambeth.sch.uk/wp/breakfast-club
1012,Cherubins Day Nursery Ltd,Breakfast Club,Out Of School Care,48 Palace Road,,,,London,SW2 3NJ,0208 6713256,07904 455 153,managerlewisham@cherubinsdaynursery.co.uk,http://www.cherubinsdaynursery.co.uk/
1072,St Peter's Church - Breakfast Club,Breakfast Club,Out Of School Care,St Peters Church,Leigham Court Road,,,London,SW16 2NF,020 8670 9486,07910 272 319,nanniebee@live.co.uk,
6602,St Andrew's Roman Catholic Primary - Sunrise Breakfast Club,Breakfast Club,Out Of School Care,St Andrews Roman Catholic Primary School,Polworth Road,,,London,SW16 2ET,020 8769 4980,,sunrisebreakfast8@gmail.com,https://www.st-andrewsrc.lambeth.sch.uk/Sunrise-Breakfast-Club-Provision/
7103,Pacca Out Of School Project,Breakfast Club,Out Of School Care,London City Mission Christian Centres,81 Lothian Road,,,London,SW9 6TS,07908 506 192,07908 506 192,,http://pacca.co.uk/
7244,Walnut Tree Walk Primary School - Breakfast Club,Breakfast Club,Out Of School Care,Walnut Tree Walk Primary School,Walnut Tree Walk,,,London,SE11 6DS,020 7735 1402,,admin@wtwschool.co.uk,http://www.wtwschool.co.uk/School-Clubs
7253,Dewdrops Play Scheme/nursery - Breakfast Club,Breakfast Club,Out Of School Care,1 - 4,The High Parade,Streatham High Road,,London,SW16 1EX,0208 769 8967,07872 105 369,,http://www.dewdropsnursery.co.uk/
301,Slade Gardens Adventure Playground,Adventure Playground,Out Of School Care,Stockwell Park Road,Lorn Road,,,,SW9 0AD,020 7737 3829,,sladeadventure@btinternet.com,http://www.sladeadventure.co.uk/
6962,YPM Childcare Provider at Granton,Breakfast Club,Out Of School Care,Granton Primary School,Granton Road,,,London,SW16 5AN,020 7274 4503,07985 499 236,,http://www.youngpeoplematter.org/
6586,Holy Trinity Church Of England Primary School - Breakfast Club,Breakfast Club,Out Of School Care,Holy Trinity Church Of England Primary School,Upper Tulse Hill,,,London,SW2 2RL,020 8674 9051,,admin@holytrinity.lambeth.sch.uk,https://www.holytrinityceprimary.org.uk/breakfast-club/
6587,Kings Avenue Primary School - Breakfast Club,Breakfast Club,Out Of School Care,Kings Avenue School House,Kings Avenue,,,London,SW4 8BQ,020 7622 1208,,office@kingsavenue.lambeth.sch.uk,http://www.kingsavenueschool.co.uk/
6606,Henry Cavendish Primary School  - Breakfast Club (Streatham),Breakfast Club,Out Of School Care,Henry Cavendish Primary School Streatham,Dingley Lane,,,London,SW16 1AU,020 8673 3376,,breakfastclub@henrycavendish.co.uk,https://www.henrycavendish.co.uk/breakfast-club/
7268,St John's (Angell Town) Church Of England P S - Breakfast Club,Breakfast Club,Out Of School Care,St John's Angell Town Church Of England Primary School,85 Angell Road,,,London,SW9 7HH,020 7274 4847,,admin@st-johns.lambeth.sch.uk,http://www.st-johns.lambeth.sch.uk/
7272,St Andrew's Church Of England Primary School - Breakfast Club,Breakfast Club,Out Of School Care,St Andrews Church Of England Primary School,Kay Road,,,London,SW9 9DE,020 7274 7012,,admin@standrewsce.lambeth.sch.uk,http://www.standrewsprimaryschoolstockwell.org/breakfast-club/
5771,Sports City At Richard Atkins Primary School - Breakfast Club,Breakfast Club,Out Of School Care,Richard Atkins Primary School,New Park Road,,,London,SW2 4JP,020 8674 5601,07984 054 990,info@sportscitylondon.com,http://www.richardatkins.lambeth.sch.uk/Extended-School/
6022,Bonneville Primary School - Reading Café,Breakfast Club,Out Of School Care,Bonneville Primary School,Bonneville Gardens,,,London,SW4 9LB,020 8673 1183,,admin@bonneville-primary.lambeth.sch.uk,https://www.bonneville-primary.lambeth.sch.uk/extended-services/
6023,Henry Cavendish Primary School -  Breakfast Club (Balham),Breakfast Club,Out Of School Care,Henry Cavendish Primary School Balham,Hydethorpe Road,,,London,SW12 0JA,020 8673 3376,,breakfastclub@henrycavendish.co.uk,http://www.henrycavendish.co.uk/breakfast-club/
6024,Sudbourne Primary School - Breakfast Club,Breakfast Club,Out Of School Care,Sudbourne Primary School,Hayter Road,,,London,SW2 5AP,020 7274 7631,,admin@sudbourne.com,http://www.sudbourne.com/Info/Extended-Day/Breakfast-Club
6025,Heathbrook Primary School - Breakfast Club,Breakfast Club,Out Of School Care,Heathbrook Primary School,St Rule Street,,,London,SW8 3EH,020 7622 4101,,admin@heathbrook.lambeth.sch.uk,http://www.heathbrook.org/school-life/breakfast-after-school-clubs/breakfast-club/
6029,Sunnyhill Primary School - Breakfast Club,Breakfast Club,Out Of School Care,Sunnyhill Primary School,Sunnyhill Road,,,London,SW16 2UW,020 8769 4785,,info@sunnyhill.lambeth.sch.uk,https://www.sunnyhillprimary.com/page/?title=Breakfast+and+After+School+Care&pid=46
6041,Allen Edwards Primary School - Breakfast Club,Breakfast Club,Out Of School Care,Allen Edwards Primary School,Studley Road,,,London,SW4 6RP,020 7622 3985,,office@allenedwards.lambeth.sch.uk,https://www.allenedwards.co.uk/wellbeing
6139,Lily's Kids Klub,Breakfast Club,Out Of School Care,Brixton Hill Methodist Church,Elm Park,,,London,SW2 2TX,020 8674 8678,07958 346 058,info@lilysdaynurseries.co.uk,https://www.lilyskidsklub.co.uk/out-school-care/
6143,Jubilee Primary School - Breakfast Club,Breakfast Club,Out Of School Care,Jubilee Primary School,Tulse Hill,,,London,SW2 2JE,020 8678 6530,,admin@jubilee.lambeth.sch.uk,http://www.jubilee.lambeth.sch.uk/Parents/Magic-Breakfast/
6149,Christ Church Primary Sw9 - Breakfast Club,Breakfast Club,Out Of School Care,Christ Church Primary School,Cancell Road,,,London,SW9 6HN,020 7735 1343,,admin@christchurchschool.cc,https://www.christchurchschool.cc/breakfast-club/
6151,Wyvil Primary School - Breakfast Club,Breakfast Club,Out Of School Care,Wyvil Primary School,Wyvil Road,,,London,SW8 2TJ,020 7622 1164,,office@wyvil.org.uk,http://www.wyvilschool.org.uk/Our-School/Extended-Services/
6197,Fenstanton Infant School - Breakfast Club,Breakfast Club,Out Of School Care,Fenstanton Primary School,Abbots Park,,,London,SW2 3PW,020 3253 1946,,basc@ghf.london,https://www.fenstantonprimary.co.uk/makebelieveplay
7688,Lifelong Family Links,Organisation,Out Of School Care,1 Barstow Crescent,,,,London,SW2 3NS,020 8671 8939,,admin1@lambethfamilylink.org.uk,http://www.lfl.org.uk/
1841,Coin Street Neighbourhood Centre - Healthy Eating 0 - 5 Yrs,Diet And Nutrition,Out Of School Care,108 Stamford Street,,,,London,SE1 9NH,020 7021 1608,,childrenscentre@coin-street.org,https://coinstreet.org/events/introducing-solids-drop-in/
7337,Kings College Hospital School,Alternative Education,Sessional Care,Park Campus,Gipsy Road,,,London,SE27 9NP,020 3299 4402,,mpanayi@nhs.net,https://plt.org.uk/services/kings-college-hospital-school
9471,Multi-Sports Holiday Camp,Holiday Provision,Sessional Care,St Andrews Roman Catholic Primary School,Polworth Road,,,London,SW16 2ET,07850 425 322,,,
941,Magic Roundabout Nurseries Ltd,Holiday Playscheme,Holiday Playscheme,MRN House,Binfield Road,,,London,SW4 6TB,020 7498 1193,,stockwell@mrnnursery.co.uk,https://mrnnursery.co.uk/
6135,Loughborough Primary School - Holiday Provision,Holiday Playscheme,Holiday Playscheme,Loughborough Primary School,Minet Road,,,London,SW9 7UA,020 7274 8374,,office@loughborough.lambeth.sch.uk,https://www.loughboroughprimarylambeth.org.uk/KeyInformation/Welcome/
10247,Tulse Hill Adventure Playground Youth And Play Session,After School Club,Activity,Tulse Hill Youth Club,Tulse Hill,,,London,SW2 2EY,020 8674 3975,,elen.evans@high-trees.org,https://www.high-trees.org
294,Tulse Hill Adventure Playground,Adventure Playground,Activity,Tulse Hill Adventure Playground,Greenleaf Close,Tulse Hill Estate,,London,SW2 2EY,020 8674 3975,,elen.evans@high-trees.org,https://www.high-trees.org
703,Lollard Street Adventure Playground,Adventure Playground,Activity,102 Lollard Street,,,,London,SE11 6PX,020 7793 9592,,info@lollardsplay.org.uk,http://www.lollardstplay.org.uk/
706,Willington Road Youth & Community Hub,Adventure Playground,Activity,55 Willington Road,,,,London,SW9 9NB,020 7926 4367,07534 224 019,,
709,Triangle Adventure Playground,Adventure Playground,Activity,Ashmole Street,,,,London,SW8 1NE,07900 475 143,,triangleapg@gmail.com,http://triangleadventureplayground.com/
1616,Streatham Adventure Playground,Adventure Playground,Activity,Streatham Vale Park,Abercairn Road,,,London,SW16 5AL,020 3146 4179,,contactus@syct.org.uk,http://www.syct.org.uk/ey--play.html
1519,Kennington Park Centre Adventure Playground,Adventure Playground,Activity,40 St Agnes Place,,,,London,SE11 4BE,07739 973 890,,admin@uincap.com,https://www.uincap.com/youth-play
6712,Oasis Adventure Playground,Adventure Playground,Activity,40 Larkhall Lane,,,,London,SW4 6SP,020 7627 3793,,cycleproject@oasisplay.org.uk,https://oasisplay.org.uk/adventure-playground/
8832,Play And Learn Cafe,Activity,Activity,Public Conveniences,Agnes Riley Gardens,Poynders Road,,London,SW12 0AH,07537 993 448,,info@playandlearncafe.co.uk,https://www.playandlearncafe.co.uk/
8954,Fridays @ The Old Library,Activity,Activity,The Old Library West Norwood,14 - 16 Knight's Hill,,,London,SE27 0HY,020 8766 9280,,enquiries@rathbonesociety.org.uk,http://rathbonesociety.org.uk/what-we-do/youth-club/
8923,Vauxhall City Farm - New Shoots,Activity,Activity,Vauxhall City Farm,165 Tyers Street,,,London,SE11 5HS,020 7582 4204,,education@vauxhallcityfarm.org,https://vauxhallcityfarm.org/
8946,Royal Association Of The Deaf (RAD),Activity,Activity,Century House South,Riverside Office Centre,,,Essex,CO1 1RE ,07851 423 866,,cft@royaldeaf.org.uk,http://www.royaldeaf.org.uk/
1612,Friday Youth Club @ Slade Gardens Adventure Playground,Youth Club,Activity,Stockwell Park Road,Lorn Road,,,,SW9 0AD,020 7737 3829,,sladeadventure@btinternet.com,http://www.sladeadventure.co.uk/index.php
9288,"Little Bears, St Thomas'",Parent and toddler groups,Activity,St Thomas Church,Telford Avenue,,,London,SW2 4XW,020 8675 5086,,kids@stwss.org.uk,http://stwss.org.uk/little-bears
9987,Whippersnappers Mixed Baby & Toddler Music Session,Parent and toddler groups,Activity,Lido,Brockwell Park,Dulwich Road,,London,SE24 0PA,0207 738 6633,,info@whippersnappers.org,http://whippersnappers.org/babyandtoddlers/mixed-baby-and-toddler-music-session/
9989,Whippersnappers Pre-Crawlers Baby Music Session,Parent and toddler groups,Activity,Lido,Brockwell Park,Dulwich Road,,London,SE24 0PA,020 7738 6633,,info@whippersnappers.org,http://whippersnappers.org/pre-crawlers-baby-music-session/
7618,Disability Sports Club (DSC),Sports Clubs And Leisure Activities,Activity,Brixton Recreation Centre,Brixton Station Road,,,London,SW9 8QQ,020 7928 4267,,info@disabilitysportscoach.co.uk,https://disabilitysportscoach.co.uk/community-clubs/club-lambeth/
3048,Lifelong Family Links Playschemes,Holiday Activities,Activity,1 Barstow Crescent,,,,London,SW2 3NS,020 8671 8939,,admin1@lambethfamilylink.org.uk,
10009,Afewee Boxing Classes - Junior Club (11 To 16 Yrs Old),Activity,Activity,Brixton Recreation Centre,Brixton Station Road,,,London,SW9 8QQ,07983 151 082,,info@afewee.org.uk,https://afewee.org.uk/classes/boxing-classes/
10010,Afewee Academy Football Classes (5 To 10 Years Old),Activity,Activity,"Sports Hall, Level 4",Brixton Recreation Centre,Brixton Station Road,,London,SW9 8QQ,07984 243 850,,info@afewee.org.uk,https://afewee.org.uk/classes/football-classes/
10011,Afewee Academy Football Classes  (10 To 16 Years Old),Activity,Activity,"3G Pitch, Level 2",Brixton Recreation Centre,Brixton Station Road,,London,SW9 8QQ,07984 243 850,,info@afewee.org.uk,https://afewee.org.uk/classes/football-classes/
10003,Right Track Project,Activity,Activity,Priory Grove,,,,London,SW8 2PD,020 7720 6939,,karting@oasisplay.org.uk,https://oasisplay.org.uk/right-track/
1941,Camberwell Sexual Health Centre,Activity,Activity,Kings College Hospital,Denmark Hill,,,London,SE5 9RS,020 3299 5000,,kch-tr.outpatientofficer@nhs.net,https://www.kch.nhs.uk/service/a-z/sexual-health
5114,S.Y.C.T. Streatham Wednesday Group,Activity,Activity,16 Wellfield Road,,,,London,SW16 2BP,020 3146 4179,,contactus@syct.org.uk,http://www.syct.org.uk/special-needs-group.html
2032,Saturday Classe,Activity,Activity,Oxford House,Derbyshire Street,,,London,E2 6HG,020 8556 5348,,yandt@ymail.com,https://youngandtalented.co.uk/yt-saturday-school/
3955,Kingswood Estate Community Shop,Activity,Activity,37 - 38 Seeley Drive,,,,London,SE21 8QR,020 8670 1578,,kingswood@cpct.org.uk,https://www.cpct.org.uk/kingswood-community-shop/about-the-shop
5869,All Sewn Up Training Project,Activity,Activity,"Unit 1, The Co-Op Centre",11 Mowll Street,,,London,SW9 6BG,020 7840 0216,,admin@lmhs.org.uk,http://lmhs.org.uk/
5975,Saturday Community Days,Activity,Activity,The Oasisplay Nature Garden,Corner of Larkhall Lane and Studley Road,,,London,SW4 6SP,020 7498 2329,,education@oasisplay.org.uk,https://oasisplay.org.uk/nature-garden/
7134,Pacca Out Of School Project,Activity,Activity,London City Mission Christian Centres,81 Lothian Road,,,London,SW9 6TS,,07983 508 122,pacca.outofschool@gmail.com,
6894,The Oasis Inclusion Project,Activity,Activity,33 Priory Grove,,,,London,SW8 2PD,020 7622 8756,,inclusion@oasisplay.org.uk,http://oasisplay.org.uk/
10135,Stay And Play At Clapham Manor Children's Centre,Children's Centre Stay And Play,Activity,Clapham Manor Children's Centre,16 Belmont Close,,,London,SW4 6AT,020 7627 9917,,cc@maytree-school.org.uk,https://www.clapham-manorcc.co.uk/
10138,Stay And Play At Tree House Children's Centre,Children's Centre Stay And Play,Activity,Tree House Children's Centre,66 Upper Tulse Hill,,,London,SW2 2RW,0208 674 6060,,cc@maytree-school.org.uk,https://padlet.com/betterstartclaphambrixtonhill/Bookmarks
7352,Papa's Park And Cafe - Open Access Playground,Parks And Playgrounds,Organisation,Cafe,Pulross Road,,,London,SW9 8AF,07757 366 001,,papasparkltd@gmail.com,http://www.papaspark.co.uk/
7589,The Communication Trust,Charity,Organisation,31 Angel Gate,,,Islington,London,EC1V 2PT,020 7843 2526,,communicationtrust@ican.org.uk,http://www.thecommunicationtrust.org.uk/
7591,The Children's Trust,Charity,Organisation,Tadworth Court,2 Tadworth Street,,,Tadworth,KT20 5RU,01737 365 000,,enquiries@thechildrenstrust.org.uk,http://www.braininjuryhub.co.uk/
7718,Care Trade Uk,Charity,Organisation,London Southbank University Clarence Centre For Enterprise And Innovation,6 St Georges Circus,,,London,SE1 6FE,0203 375 6288,,info@caretradeuk.org,http://www.care-trade.org/
7672,Ambitious About Autism,Charity,Organisation,The Pears National Centre for Autism Education,Woodside Avenue,,Hornsey,London,N10 3JA,020 8815 5444,,info@ambitiousaboutautism.org.uk,https://www.ambitiousaboutautism.org.uk/about-us
4516,Norwood Community Group Services,Organisation,Organisation,14 - 16 Knight's Hill,,,,London,SE27 0HY,020 8766 9286 Or 020 8766 9287,07931 919 585,info@norwoodcommunitygroup.co.uk,https://norwoodcommunitygroup.co.uk/
4684,Roots & Shoots,Organisation,Organisation,Roots and Shoots,Walnut Tree Walk,,,London,SE11 6DN,020 7587 1131,,office@rootsandshoots.org.uk,http://www.rootsandshoots.org.uk/
1938,Whippersnappers,Organisation,Organisation,Lido,Brockwell Park,Dulwich Road,,London,SE24 0PA,020 7738 6633,Whippersnappers,,https://www.whippersnappers.org/
908,Vauxhall City Farm,Organisation,Organisation,Vauxhall City Farm,165 Tyers Street,,,London,SE11 5HS,020 7582 4204,,,https://www.vauxhallcityfarm.org/visit-us/
10007,4all,Organisation,Organisation,Community Hall,Peabody Hill,,,London,SE21 8LA,07432 118 859,,info@4-all.org.uk,https://www.4-all.org.uk/
9996,"Lambeth Larder Connecting People, Food & Support",Organisation,Organisation,Lambeth Larder Community Food Resource,Impact Brixton,49 Brixton Station Road,,London,SW9 8PQ,,,,http://www.lambethlarder.org/
9999,Community Education Foundatiion & Lyncx (CEF Lyncx) Charity,Organisation,Organisation,5/6,Eurolink (The Link) Business Centre,49 Effra Road,,London,SW2 1BZ,0207 737 4274,07706 179 851,community7@cefi.org.uk,http://cefi.org.uk/
9983,Black Thrive,Organisation,Organisation,N/A Telephone & Online Only,,,,,,033 3090 2370,,hello@blackthrive.org.uk,https://www.blackthrive.org.uk/
9984,Barracudas (Streatham),Organisation,Organisation,Streatham Hill And Clapham High School,42 Abbotswood Road,,,London,SW16 1AW,01480 467 567 ,,admin1@barracudas.co.uk,https://www.barracudas.co.uk/locations-prices/
2202,King’s College Hospital Nhs Foundation Trust,Organisation,Organisation,Kings College Hospital,Denmark Hill,,,London,SE5 9RS,020 3299 9000,,,https://www.kch.nhs.uk
2321,Home-Start Lambeth,Organisation,Organisation,Holles House,Overton Road,,,London,SW9 7AP,020 7924 9292,,info@homestartlambeth.co.uk,https://www.homestartlambeth.co.uk/
2701,Special Educational Needs (SEND),Organisation,Organisation,Civic Centre,6 Brixton Hill,,,London,SW2 1EG,020 7926 9460 Or 020 7926 7754,,sendsupport@lambeth.gov.uk,https://beta.lambeth.gov.uk/children-young-people-and-families/send/send-support
2913,Brockwell Park Community Greenhouses,Organisation,Organisation,Brockwell Park Community Greenhouses,Dulwich Road,,,London,SE24 0PA,07427 685 714,,education@brockwellgreenhouses.org.uk,http://www.brockwellgreenhouses.org.uk
5528,Chocolate Films Workshops,Organisation,Organisation,Battersea Studios,80 -82 Silverthorne Road,,,London,SW8 3HE,020 7793 4287,,info@chocolatefilmsworkshops.co.uk,https://www.chocolatefilmsworkshops.co.uk/
5545,The Special Yoga Centre,Organisation,Organisation,The Yoga Centre,First Floor East  The Tay Building,2A Wrentham Avenue,,London,NW10 3HA,020 8968 1900,,hello@specialyoga.org.uk,http://www.specialyoga.org.uk
5067,Bigkid Foundation,Organisation,Organisation,6 Montego Close,,,,London,SE24 0LH,020 8655 7657,,info@bigkidfoundation.org,https://www.bigkidfoundation.org/
7624,Kids London S.E.N.D. Mediation Service,Charity,Organisation,7 - 9 Elliott's Place,,,Islington,London,N1 8HX,020 7359 3635 (option 2),,mediationlondon@kids.org.uk,http://www.kids.og.uk/mediation-info
7625,Music Therapy Lambeth,Charity,Organisation,,,,,,,,07946 385 224,,http://www.musictherapylambeth.org.uk
4147,National Autistic Society,Charity,Organisation,National Autistic Society,391-393 City Road,,,London,EC1V 1NG, 0808 800 4104,,lambeth@nas.org.uk,http://naslambethbranch.webeden.co.uk/
9568,The Gaia Centre,Support & Advice,Organisation,Civic Centre,6 Brixton Hill,,,London,SW2 1EG,020 7733 8724,,lambethvawg@refuge.org.uk,https://www.refuge.org.uk/our-work/our-services/one-stop-shop-services/the-gaia-centre/
7171,Brixton Recreation Centre,Leisure,Organisation,Brixton Recreation Centre,Brixton Station Road,,,London,SW9 8QQ,020 7095 5100,,brixton@gll.org,https://www.better.org.uk/leisure-centre/london/lambeth/brixton-recreation-centre#
3156,Ferndale Community Sports Centre,Leisure,Organisation,Ferndale Sports Centre,Nursery Road,,,London,SW9 8BP,020 7738 6834,,ferndale@gll.org,https://www.better.org.uk/leisure-centre/london/lambeth/ferndale-community-sports-centre
1657,Flaxman Sports Centre,Leisure,Organisation,Flaxman Sports Centre,Carew Street,,,London,SE5 9DF,020 3409 6360,,flaxman@gll.org,https://www.better.org.uk/leisure-centre/london/lambeth/flaxman-sports-centre
1658,Clapham Leisure Centre,Leisure,Organisation,Leisure Centre,Clapham Manor Street,,,London,SW4 6DB,020 7627 7900,,clapham@gll.org,https://www.better.org.uk/leisure-centre/london/lambeth/claphamleisurecentre
1678,Streatham Ice And Leisure Centre,Leisure,Organisation,Streatham Ice And Leisure Centre,390 Streatham High Road,,,London,SW16 6HX,020 8677 5758,,Streatham@gll.org,http://www.better.org.uk/leisure/streatham-ice-and-leisure-centre
10610,Vauxhall Leisure Centre,Leisure,Organisation,50 South Lambeth Road,,,,London,SW8 1DY,020 3887 3575,,vauxhall@gll.org,https://www.better.org.uk/leisure-centre/london/lambeth/vauxhall-leisure-centre
10611,West Norwood Health And Leisure Centre,Leisure,Organisation,West Norwood Health And Leisure Centre,25 Devane Way,,,London,SE27 0DF,020 8761 1159,,west.norwood@GLL.org,https://www.better.org.uk/leisure-centre/london/lambeth/west-norwood-health-and-leisure-centre
1383,Brixton Library,Library,Organisation,Brixton Tate Library,2 Brixton Oval,,,London,SW2 1JQ,020 7926 1058,,BrixtonLendingLibrary@lambeth.gov.uk,https://libraries.lambeth.gov.uk/-/brixton-library#/?location=Brixton%20Library
1388,Carnegie Library,Library,Organisation,Carnegie Library,192 Herne Hill Road,,,London,SE24 0AG,020 7926 6050,,CarnegieLibrary@lambeth.gov.uk,https://libraries.lambeth.gov.uk/-/carnegie-library#/?location=Carnegie%20Library
1393,Clapham Library,Library,Organisation,Mary Seacole Centre,91 Clapham High Street,,,London,SW4 7DB,020 7926 0717,,ClaphamLibrary@lambeth.gov.uk,https://libraries.lambeth.gov.uk/-/clapham-library#/?location=Clapham%20Library
1399,Durning Library,Library,Organisation,Durning Library,167 Kennington Lane,,,London,SE11 4HF,020 7926 8682,,DurningLibrary@lambeth.gov.uk,https://libraries.lambeth.gov.uk/-/durning-library#/?location=Durning%20Library
1404,Minet Library,Library,Organisation,Lambeth Achives & Minet Library,52 Knatchbull Road,,,London,SE5 9QY,020 7926 6073,,MinetLibrary@lambeth.gov.uk,https://libraries.lambeth.gov.uk/-/minet-library#/?location=Minet%20Library
1415,Tate South Lambeth Library,Library,Organisation,Tate South Lambeth Library,180 South Lambeth Road,,,London,SW8 1QP,020 7926 0710,,SouthLambethLibrary@lambeth.gov.uk,https://libraries.lambeth.gov.uk/-/tate-south-lambeth-library#/?location=Tate%20South%20Lambeth%20Library
1420,Streatham Library,Library,Organisation,Streatham Library,63 Streatham High Road,,,London,SW16 1PN,020 7926 6768,,StreathamLibrary@lambeth.gov.uk,https://libraries.lambeth.gov.uk/-/streatham-library#/?location=Streatham%20Library
1445,Waterloo Library,Library,Organisation,The Oasis Centre,1 Kennington Road,,,London,SE1 7QP,020 7926 8751,,WaterlooLibrary@lambeth.gov.uk,https://libraries.lambeth.gov.uk/-/waterloo-library#/?location=Waterloo%20Library
1450,West Norwood Library,Library,Organisation,West Norwood Library,1-5 Norwood High Street,,,London,SE27 9JX,020 7926 8092,,WestNorwoodLibrary@lambeth.gov.uk,https://libraries.lambeth.gov.uk/-/west-norwood-library#/?location=West%20Norwood%20Library
6116,Upper Norwood Library,Library,Organisation,Library,39 Westow Hill,,,London,SE19 1TQ,020 7926 1063,,Uppernorwoodlibrary@lambeth.gov.uk,https://libraries.lambeth.gov.uk/-/upper-norwood-library
7527,Fight 4 Change @ Black Prince Hub,Organisation,Organisation,Fight 4 Change ,Black Prince Community Hub,Cannon House,Beaufoy Walk,London,SE11 6HU,020 7717 1691,07791 638 683,info@fight4change.org.uk,http://fight4change.org.uk/
7553,Florence Nightingale Museum,Organisation,Organisation,Gassiot House,2 Lambeth Palace Road,,,London,SE1 7EP,020 7188 4400,,info@florence-nightingale.co.uk,http://www.florence-nightingale.co.uk/
7295,Cassandra Learning Centre (CLC),Organisation,Organisation,Abbott Greeley,1433B London Road,,Norbury,London,SW16 4AW,020 3601 7475,,info@cassandracentre.org.uk,http://www.cassandralearningcentre.org.uk/
7200,Spiral Skills Cic,Organisation,Organisation,17A Electric Lane,,,,London,SW9 8LA,,07805 063 492,Ben@myspiral.co.uk,http://www.myspiral.co.uk/
7102,Patmos Area Community Association (PACCA),Organisation,Organisation,London City Mission Christian Centres,81 Lothian Road,,,London,SW9 6TS,07908 506 192,07983 508 122,pacca.outofschool@gmail.com,http://pacca.co.uk/
6373,Brixton Wings,Organisation,Organisation,Unit 4,Fairfax House,Overton Road,,London,SW9 7JR,020 7274 5969,,admin@brixtonwings.org.uk,http://brixtonwings.org.uk/index.html
6799,Children & Young People Services For Spanish/portuguese Speakers (5 To 19 Yrs Old),Organisation,Organisation,Unit 8 & 9,Warwick House,Overton Road,,London,SW9 7JP,020 7733 9977,07422 667 327,familyproject@irmo.org.uk    layf@irmo.org.uk,"http://www.irmo.org.uk/
"
6805,Afewee Training Centre,Organisation,Organisation,27 Brixton Station Road,,,,London,SW9 8QQ,07983 151 082,,info@afewee.org.uk,https://afewee.org.uk/
3210,Scope,Organisation,Organisation,N/A online and telephone only,,,,,,0808 800 3333,,helpline@scope.org.uk,https://www.scope.org.uk/
3444,Lambeth Somali Community Association,Organisation,Organisation,Lambeth Somali Community Association,13 - 15 Stockwell Road,,,London,SW9 9AU,020 7738 6372,,lamsom@lamsom.org.uk,https://advicefinder.turn2us.org.uk/Home/Details/2115
3591,Online Homework Club,Organisation,Organisation,Archbishop Tenisons School,Kennington Oval,,,London,SE11 5SR,020 7735 3771,07734 778 971,,http://www.l-e-s.org/home/4593865514
3660,Kidscape,Organisation,Organisation,,,,,,,,,info@kidscape.org.uk,https://www.kidscape.org.uk/
2031,Young And Talented - School Of Stage And Screen,Organisation,Organisation,Oxford House,Derbyshire Street,,,London,E2 6HG,07973 440 775,,yandt@ymail.com,https://youngandtalented.co.uk/
2113,St Michael's Fellowship,Organisation,Organisation,St Michaels Fellowship,136 Streatham High Road,,,London,SW16 1BW,020 8835 9570,,admin@stmichaelsfellowship.org.uk,https://stmichaelsfellowship.org.uk/
2124,High Trees Community Development Trust,Organisation,Organisation,220 Upper Tulse Hill,,,,London,SW2 2NS,020 8671 3132,,admin@high-trees.org,http://www.high-trees.org
3755,Lambeth Adoption And Fostering,Organisation,Organisation,Civic Centre,2 Brixton Hill,,,London,SW2 1RW,020 7926 8710,,fosteringduty@lambeth.gov.uk,https://www.lambeth.gov.uk/fostering
3843,Wheels For Wellbeing,Organisation,Organisation,336 Brixton Road,,,,London,SW9 7AA,020 7346 8482,,info@wheelsforwellbeing.org.uk,http://www.wheelsforwellbeing.org.uk/
3940,Crystal Palace Community Development Trust,Organisation,Organisation,Anerley Town Hall,Anerley Road,,Penge,London,SE20 8BD,020 8676 5666,,halls@cpct.org.uk,http://www.cpcdt.org.uk/
